Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
White alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1286.606061,9.090909091,1214.060606,2805.469697,5339.348485,2.151515152,49900.77273,119.1060606,203.0606061,1564.727273,61815.15152,6.651515152
White alone,Alabama,Less than a high school degree,Hispanic,Married,Not in poverty,Renter,0,2969,0,-986,4576.125,4082.5,2.875,52290.625,480.125,0,2034,64312.5,0
White alone,Alabama,Some college education,Not Hispanic,Married,In poverty,Renter,0,526.2967033,0,-4072.483516,345.3076923,7149.087912,2.340659341,9899.428571,105.5384615,181.0078493,82.6043956,13682.08791,0
White alone,Alabama,College degree,Not Hispanic,Married,In poverty,Renter,0,636.0526316,0,-3402.394737,488.3157895,10054.05263,2.052631579,6702.078947,16.13157895,0,147.3157895,14609.21053,0
White alone,Alabama,College degree,Not Hispanic,Never married,In poverty,Renter,0,551.3142857,0,-1978.971429,369.1142857,3300.257143,1.285714286,4472.2,0,24,111.6857143,6801.714286,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,1205.146341,283.3902439,21.95121951,-2803.439024,145.7317073,1878.829268,1.487804878,8296.804878,104.6585366,788.8292683,32.41463415,5713.170732,0
White alone,Alabama,Some college education,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,818.34,12,-2940.14,669.36,4436.18,1.5,9411.7,36.78,231.92,225,12451.8,0
White alone,Alabama,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,944.5797101,13.91304348,-5521.144928,725.3043478,6961.362319,2.579710145,14451.92754,183.5942029,231.4202899,176,17322.89855,6.362318841
White alone,Alabama,College degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,1788.818182,0,2391,3512.909091,3245.090909,1.636363636,47062.90909,287.3636364,458.1818182,1790.181818,59045.45455,0
White alone,Alabama,Some college education,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1347.35,0,-1885,1166.3,6908.6,1.4,7666.85,0,75,405.8,15535,0
White alone,Alabama,High school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1305.935393,26.30985915,1005,2286.081461,4302.134831,1.918539326,43741.09551,101.4747191,362.002809,1375.949438,53537.97753,4.93258427
White alone,Alabama,Less than a high school degree,Hispanic,Separated,Not in poverty,Renter,0,5329,0,-7398,2953,7092,3,29489,0,0,1136,38600,0
White alone,Alabama,High school degree,Not Hispanic,Never married,In poverty,Renter,0,345.4423077,13.7254902,-2649.519231,186.25,5143.942308,1.673076923,5230.057692,36.94230769,288.720467,41.26923077,7990.576923,0
White alone,Alabama,High school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,630.8717949,76.92307692,-2674.025641,547.1025641,4721.564103,1.538461538,7376,96.41025641,200.1196581,177.0512821,10405.12821,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Renter,0,746.3888889,8.888888889,-1747.444444,1139.666667,1512.611111,1.722222222,30955.16667,102.1666667,702.8888889,795.8333333,32875,24.38888889
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2139.396226,29.24528302,1118.283019,3786.245283,5731.358491,2.943396226,60892.86792,168.9245283,434.6792453,2206.90566,75242.26415,0
White alone,Alabama,High school degree,Not Hispanic,Widowed,In poverty,Renter,0,111.6534653,10.3960396,-2049.70297,74.13861386,3796.891089,1.356435644,6135.752475,26.03960396,226.7128713,71.13861386,7904.455446,0
White alone,Alabama,College degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,330.4375,494.75,65.625,-3183.9375,395.625,2185.0625,1.4375,9922.875,18.0625,370.5,142.6875,9260,0
White alone,Alabama,High school degree,Not Hispanic,Separated,Not in poverty,Renter,0,1329.533333,0,3023.333333,2760.433333,4117.066667,2.166666667,53383.9,212.9666667,1210.8,1600.133333,64790.66667,0
White alone,Alabama,Some college education,Not Hispanic,Never married,In poverty,Renter,0,449.8181818,0,-2081.818182,238.5757576,4058.30303,1.393939394,5869.69697,0,423.0909091,89.12121212,8272.121212,13.3030303
White alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,341.3157895,26.05263158,14.73684211,-2894.842105,16.52631579,1626,1.736842105,10571.21053,96.78947368,725.8947368,12.78947368,8155.789474,23.10526316
White alone,Alabama,Some college education,Not Hispanic,Separated,Not in poverty,Owner with mortgage,214.3913043,1974.347826,0,-5235.347826,2716.521739,2700.478261,2.565217391,42348.65217,578.1304348,914.2173913,1196.913043,43956.52174,38.17391304
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,359.9027778,1850.916667,15.27777778,-3828.375,2434.638889,2438.180556,2.555555556,37647.55556,239.5555556,1729.284722,1066.513889,39305.41667,18.29166667
White alone,Alabama,High school degree,Hispanic,Never married,In poverty,Renter,0,0,0,-1400,0,2400,1,9800,0,0,0,10800,0
White alone,Alabama,College degree,Not Hispanic,Never married,Not in poverty,Renter,0,1966.417062,0,8380.549763,4363.601896,4944.971564,1.952606635,69328.59242,45.97156398,66.46563981,2836.85782,91708.53081,0
White alone,Alabama,High school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,209.2272727,1576.242424,66.91919192,-627.8737374,2853.626263,3288.156566,1.898989899,37594.54545,196.3080808,762.6919192,1339.444444,44783.08081,19.95454545
White alone,Alabama,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,141.8215223,2856.637795,19.68503937,-3821.097113,3952.616798,4485.892388,3.204724409,55046.95013,343.7060367,923.2364079,1886.188976,62971.31234,34.56692913
White alone,Alabama,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,131.6,502.9,0,-2543.9,287.8,3311.9,1.5,9035,0,1046.25,93,9465,43.9
White alone,Alabama,Less than a high school degree,Hispanic,Married,In poverty,Renter,0,1979,0,-3621,1683,1068,3,20396,0,0,495,22000,0
White alone,Alabama,High school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,276.65625,1931.65625,0,625.25,3490.25,4840.125,2.5,49708.1875,254.125,1026.375,1932.71875,60970.9375,0
White alone,Alabama,College degree,Not Hispanic,Married,Not in poverty,Renter,0,2087.078158,9.99143469,17891.97752,5911.140792,7336.278373,2.47751606,111474.523,100.2398287,32.5133833,4616.947537,149181.9968,0.940042827
White alone,Alabama,High school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,739.6071429,0,-3479.857143,743.75,3274,2.142857143,13581.64286,137.2142857,290.047619,300.3928571,14781.92857,0
White alone,Alabama,Some college education,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2097.204678,4.678362573,1319.991228,4232.631579,5112.587719,2.280701754,56661.72222,282.5263158,85.00584795,2212.04386,71276.87135,1.283625731
White alone,Alabama,High school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,55.70481928,2180.566265,11.92771084,-2323.060241,3129.10241,3432.807229,2.156626506,38722.43976,145.7771084,741.7376649,1424.855422,45599.39759,7.93373494
White alone,Alabama,Some college education,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,989.5,0,5870.5,3825,60,1,47106.5,0,2424,1472.5,56900,0
White alone,Alabama,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,61.97674419,628.9069767,38.37209302,-1854.430233,721.3837209,3143,1.511627907,29014.84884,52.13953488,468.7674419,442.5697674,31464.76744,10.20930233
White alone,Alabama,College degree,Hispanic,Never married,Not in poverty,Owner with mortgage,0,1979,0,3619.333333,3417,1490,1,32456.33333,0,0,1704.666667,44666.66667,0
White alone,Alabama,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,45.25,3437.236111,2.083333333,5098.152778,6816.472222,5041.145833,3.010416667,82436.12153,212.8298611,147.96875,3611.826389,106063.5069,19.81597222
White alone,Alabama,Less than a high school degree,Hispanic,Never married,Not in poverty,Renter,0,2335,0,-17006.66667,2601.666667,220,5.666666667,45337.33333,204.3333333,80,797.3333333,34000,0
White alone,Alabama,College degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,111.8333333,545.5666667,0,13804.1,1763.166667,4396.033333,1.6,74003.83333,43.6,632.8,2789.266667,96513.66667,0
White alone,Alabama,Some college education,Not Hispanic,Divorced,In poverty,Renter,0,472.641791,0,-2473.029851,299.7761194,3858.059701,1.388059701,5346.880597,58.76119403,373.9701493,60.6119403,7146.567164,6.552238806
White alone,Alabama,Less than a high school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,865.8275862,15.51724138,-6276.137931,762.4137931,4412.034483,3.103448276,17257.72414,280.4482759,505.1034483,196.3793103,16402.06897,15.13793103
White alone,Alabama,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,475.8,0,-2454,477.45,3274.1,1.45,6771.3,91.95,253,144.85,8344.5,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1498.597043,4.537037037,-477.9574861,2539.981516,5638.044362,2.532347505,50000.58965,128.7393715,209.6844468,1365.521257,60221.49723,9.737523105
White alone,Alabama,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,1979,0,7648,5585,1500,1,53486,0,0,2803,73000,0
White alone,Alabama,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2105.897281,12.08459215,931.9879154,3898.510574,5741.471299,2.422960725,56273.47432,188.1087613,204.0086972,2096.833837,70642.93051,5.305135952
White alone,Alabama,High school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,2671.8,0,-5162.8,4787.4,798.2,3.4,67387,0,1392,2490.2,71580,0
White alone,Alabama,Some college education,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1979,0,10684.5,6655.5,570,1.5,75668.5,306.5,0,3749,99000,0
White alone,Alabama,High school degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,659.6666667,0,-1560,244.6666667,2372.333333,1.333333333,22129.33333,0,4800,337.3333333,19383.33333,0
White alone,Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,125.1935484,1805.451613,4.838709677,7401.217742,4063.330645,4069.129032,1.548387097,57392.05645,146.4919355,90.33870968,2526.822581,76874.35484,0
White alone,Alabama,Less than a high school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2283.714286,0,-9100.714286,3199.714286,2093.142857,4.285714286,58552.14286,986.5714286,1028.571429,1960.428571,57171.42857,0
White alone,Alabama,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner with mortgage,6102,1066,450,-10500,1102,120,3,34577,613,4800,0,14400,0
White alone,Alabama,Some college education,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2911.912134,4.393305439,3548.610879,5647.732218,5811.774059,2.60251046,68338.54393,109.8493724,152.3514644,2931.719665,88923.51464,14.69456067
White alone,Alabama,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,27.57142857,2261.857143,0,-7382.142857,2813.285714,2105.857143,3.142857143,35676.71429,437.8571429,3116.571429,1089.285714,32857.14286,125.4285714
White alone,Alabama,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,1681.815666,4.976525822,794.5478424,2980.765947,6444.521107,2.46435272,59144.43152,106.5623827,91.94431788,1777.951689,72625.49437,4.735928705
White alone,Alabama,High school degree,Hispanic,Separated,Not in poverty,Renter,0,3959,0,-1574,5121,1830,3,39092,0,0,1872,50300,0
White alone,Alabama,College degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,518.625,0,-1989.375,201.75,2938.25,1.375,8144.5,0,0,5.125,9993.75,0
White alone,Alabama,Some college education,Hispanic,Separated,Not in poverty,Owner with mortgage,0,1953.666667,0,1110,4879.666667,2078.333333,1.333333333,39902.66667,204.3333333,1941,1887.666667,49666.66667,0
White alone,Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1894.678344,1.433121019,9184.191083,5135.382166,5373.783439,1.859872611,68863.22611,179.4203822,70.6418645,3060.828025,93268.94904,2.796178344
White alone,Alabama,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,0,2809,0,-7139,4377.8,1570.6,3.8,61199.4,490.6,1762.8,2305.6,62870,0
White alone,Alabama,Some college education,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,182.6666667,0,-3950.133333,106.0666667,4009.266667,1.533333333,7141.8,337.8666667,0,58.8,7210.666667,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Married,In poverty,Renter,0,562.7113402,20.4742268,-5257.824742,373.9484536,4058.670103,2.639175258,12520.74227,167.1340206,728.3505155,60.12371134,11390.72165,4.525773196
White alone,Alabama,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3757.178571,39.28571429,9739.035714,8300.035714,5255.642857,3.142857143,100963.3929,221.25,368.1428571,4621.821429,132008.2143,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,1356.340426,4.838709677,-2002.585106,2127.329787,3642.074468,2.585106383,41234.52128,156.2234043,316.7636778,1092.574468,47004.46809,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Married,In poverty,Owner with mortgage,1173.230769,682.1923077,10.76923077,-5471.846154,373.6153846,3167.730769,2.846153846,16303.26923,145.1538462,1391.461538,87.88461538,12354.61538,67.53846154
White alone,Alabama,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1401.916667,91.66666667,-4491,2628.833333,2809.333333,3,47460.58333,445.1666667,745,1324.75,49968.33333,0
White alone,Alabama,College degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2969,0,28828,8009.5,4382,2,132042,0,0,6619.5,182850,0
White alone,Alabama,High school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,1667.833333,697.6666667,175,-5220.666667,217.5,2712.5,2,11079.66667,306.5,834.3333333,80.16666667,6743.333333,73.16666667
White alone,Alabama,Some college education,Hispanic,Never married,Not in poverty,Renter,0,0,0,-2012,0,10710,3,40793,0,0,1709,51200,0
White alone,Alabama,High school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,1937.818182,100,729.9090909,4256.181818,8795.818182,2.909090909,65046.54545,293.4545455,1155.272727,2329.090909,81672.72727,0
White alone,Alabama,College degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,3186.166667,0,0,-1866.666667,0,3601,1.333333333,7988.5,0,3.333333333,0,6533.333333,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,137.0625,666.0625,0,-3588.375,359.9375,882.5625,1.875,13138.0625,76.625,1069.75,91.3125,10238.75,27.4375
White alone,Alabama,Some college education,Not Hispanic,Widowed,In poverty,Renter,0,129.4,26.25,-1834.65,90.775,5315.9,1.175,5067.175,78.675,60,75.775,8679.5,0
White alone,Alabama,College degree,Not Hispanic,Separated,In poverty,Renter,0,571,0,-927.5,841.5,9775,1,338.5,0,0,406.5,11005,0
White alone,Alabama,College degree,Not Hispanic,Divorced,In poverty,Renter,0,480.3,15,-2004.466667,277.8,5383.4,1.2,5665.1,20.43333333,2.933333333,120.6666667,9931,0
White alone,Alabama,Some college education,Hispanic,Married,Not in poverty,Renter,0,2563,0,-170.0833333,5477.916667,3897.916667,2.916666667,63945.33333,295.5833333,0,2539.5,77900,0
White alone,Alabama,High school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,157.6785714,0,-1967.428571,117.75,9794.321429,1.321428571,2186.142857,137.1785714,135.6428571,94,10109.64286,0
White alone,Alabama,College degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,434.5833333,0,-2915.666667,294.75,2146.083333,1.416666667,8445.166667,51.08333333,333,75.75,8446.666667,0
White alone,Alabama,High school degree,Hispanic,Never married,Not in poverty,Renter,0,5938,0,7197,10098,7880,3,96532,0,0,4356,132000,0
White alone,Alabama,College degree,Hispanic,Married,Not in poverty,Renter,0,2664.375,0,30266.75,9613.875,6222.75,3.125,142729.625,383.125,0,6486,197600,0
White alone,Alabama,Some college education,Not Hispanic,Separated,In poverty,Renter,0,786.5,0,-5015.166667,601.8333333,3640.5,1.833333333,10755,204.3333333,340,242.3333333,10466.66667,0
White alone,Alabama,Some college education,Not Hispanic,Divorced,In poverty,Owner with mortgage,1009.431034,606.3103448,26.03448276,-2855.310345,400.9310345,3424.706897,1.413793103,10198.58621,129.637931,549.0394089,136.4827586,10214.13793,7.568965517
White alone,Alabama,Some college education,Not Hispanic,Married,In poverty,Owner with mortgage,943.3428571,1145.114286,0,-6505.742857,712.6,3496.885714,2.685714286,17224.88571,237.4285714,757.7714286,131.6285714,14229.14286,37.62857143
White alone,Alabama,College degree,Not Hispanic,Married,In poverty,Owner with mortgage,972.5789474,1706.684211,0,-5294.789474,698.0526316,2999,2.263157895,13297.94737,0,579.7894737,132.9473684,12235.78947,46.21052632
White alone,Alabama,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,87.90502793,2280.726257,0.893854749,6731.139665,5164.50838,3611.670391,1.441340782,54167.83799,12.26256983,105.1899441,2617.134078,74370.55866,0
White alone,Alabama,College degree,Hispanic,Never married,Not in poverty,Renter,0,0,0,-1400,0,5727,1,27723,0,0,0,32050,0
White alone,Alabama,High school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,706.3448276,452.862069,72.4137931,-3279.017241,308.4310345,3603.206897,1.637931034,10636.05172,149.3793103,941.1518883,120.0862069,9964.793103,7.568965517
White alone,Alabama,High school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,685.2325581,520.3953488,0,-3420.209302,314.5116279,1596.813953,1.651162791,10910.4186,87.44186047,801.875969,97.6744186,8393.953488,51.04651163
White alone,Alabama,High school degree,Not Hispanic,Married,In poverty,Owner with mortgage,678.4,609.8666667,59.55555556,-6130.577778,330.5111111,2565.022222,2.688888889,15733.71111,238.8444444,1145.111111,67.82222222,11038.88889,0
White alone,Alabama,High school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2894.787736,31.69811321,1663.773585,5008.872642,5774.872642,2.764150943,64464.23585,167.0754717,254.7308748,2549.792453,81918.01887,14.49528302
White alone,Alabama,Less than a high school degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,2375.2,0,-8278.2,2631.8,310.6,3.4,49508.8,367.8,1440,1379.6,46120,0
White alone,Alabama,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,230.4827586,1140.586207,11.03448276,-1998.586207,770,4034.103448,1.137931034,7147.172414,0,41.72413793,277.8965517,11087.93103,0
White alone,Alabama,High school degree,Not Hispanic,Never married,Not in poverty,Renter,0,1868.787402,10.15810277,794.503937,3176.511811,4793.913386,2.342519685,49149.69291,65.43700787,312.4310461,1604.692913,61010.51181,6.913385827
White alone,Alabama,High school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,0,2398,0,-3130,3972.25,6509.5,2.5,36340,633.5,1800,1645.25,45475,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2497.019608,3.641456583,-395.4789916,4699.380952,5650.812325,2.966386555,62972.0084,264.8263305,107.4985994,2209.134454,77226.86275,8.607843137
White alone,Alabama,College degree,Hispanic,Divorced,Not in poverty,Renter,0,2969,0,2406,6898.5,7308,2.5,71960.5,0,0,2628.5,94170,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,187.5,0,-2230.888889,165.8333333,4829.055556,1.722222222,9056,72.66666667,172.6666667,149.8333333,11950.55556,0
White alone,Alabama,High school degree,Hispanic,Separated,Not in poverty,Owner with mortgage,0,2969,0,-16329.5,4590,1858.5,6,71554.5,919.5,0,2319,65000,0
White alone,Alabama,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,2223,0,0,-1400,0,7100,1,12031,0,5508,0,10000,0
White alone,Alabama,College degree,Not Hispanic,Separated,Not in poverty,Renter,0,1192.466667,0,4009.666667,1986.066667,4047.6,1.733333333,51020.8,40.86666667,151.2,1887.466667,63952,0
White alone,Alabama,High school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3030.932232,9.316628702,2329.197608,5656.449317,6138.660023,3.046127563,75348.76765,258.0888383,103.544609,2933.497153,95073.93166,8.75
White alone,Alabama,Some college education,Not Hispanic,Married,Not in poverty,Renter,0,2136.75646,5.473047305,3879.971963,4252.678944,6709.166575,2.573391974,72591.49038,151.6393623,94.43760308,2567.24464,91894.14733,4.344145135
White alone,Alabama,Some college education,Not Hispanic,Widowed,In poverty,Owner with mortgage,263.9,197.9,0,-1347.3,153,3467.8,1,5545,0,564,72.5,7261,0
White alone,Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1320.763265,17.95918367,8865.644898,3110.326531,5009.085714,1.66122449,65463.40816,72.47346939,119.2755102,2567.742857,86128.28571,1.791836735
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,934.5714286,0,-2595.928571,675.0714286,6282.857143,1.571428571,8428.785714,0,307.1428571,188.9285714,13607.14286,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,197,24.44444444,-2451.777778,100.047619,2696.634921,1.428571429,5994.873016,68.12698413,389.6190476,34.47619048,6089.047619,0
White alone,Alabama,High school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,543.8190299,7.746268657,156.5074627,974.8563433,4167.080224,1.481343284,35507.02612,34.82462687,151.7985075,830.8152985,42001.90299,0.819029851
White alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,221.02,707.42,198,-2741.46,857.62,2320.1,1.84,29873.42,141.96,1098.7,457.1,29842.2,0
White alone,Alabama,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,2170.780269,11.62331839,2040.982063,3725.798206,4810.188341,2.094170404,50777.26009,115.7757848,179.5390135,1917.183857,65152.42152,7.874439462
White alone,Alabama,Some college education,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3359.846533,1.990151826,4930.673779,6778.938859,6136.048831,3.085350841,84311.56873,285.2080427,66.4182241,3568.091916,108735.3878,6.485022569
White alone,Alabama,College degree,Hispanic,Married,Not in poverty,Owner with mortgage,171,3303.8,0,2259.6,6152,3705,3.8,89869.6,38.6,0,4017.2,108820,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,47.5,0,-9591.25,95.75,1937.5,3.5,20273.75,459.75,3951,97.5,8450,0
White alone,Alabama,High school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1283.074627,6.71641791,-5367.626866,1070.567164,6702.432836,2.76119403,14641.16418,137.238806,296.238806,301.119403,18133.28358,26.20895522
White alone,Alabama,High school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,1979,0,34411,11391,3000,1,122751,0,0,6468,180000,0
White alone,Alabama,Less than a high school degree,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,900,1,8300,0,0,0,7800,0
White alone,Alabama,High school degree,Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,989.5,0,-3551,474.5,2725,2,12592,0,0,0,13230,0
White alone,Alabama,High school degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,1209.607143,173.9642857,0,-1629.107143,256.0357143,3961.321429,1.178571429,9384,0,428.4285714,93.60714286,10601.78571,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Never married,In poverty,Renter,0,283.1428571,0,-4071.171429,334.6857143,3479.314286,2.2,9179.914286,87.57142857,823.4285714,71.08571429,8366,0
White alone,Alabama,College degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2569.721429,0,10891.60714,6420.564286,5021.610714,1.892857143,74682.89643,54.45357143,57.00595238,3496.214286,102968.9643,4.703571429
White alone,Alabama,Less than a high school degree,Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,0,0,-7200,0,3558,3,16072,0,1530,0,10900,0
White alone,Alabama,Some college education,Hispanic,Divorced,In poverty,Owner with mortgage,0,0,0,-1400,0,1250,1,10250,0,0,0,10100,0
White alone,Alabama,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,966.3059701,29.10447761,79.87313433,1704.567164,3608.208955,2.052238806,39825.3806,148.2462687,523.7462687,1168.895522,46648.0597,19.65671642
White alone,Alabama,College degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,989.5,0,-1643.75,735.75,3187.5,1,5490.25,0,0,240.5,9000,0
White alone,Alabama,College degree,Hispanic,Married,In poverty,Owner with mortgage,0,0,0,-11600,0,420,4,23180,0,0,0,12000,0
