Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
Asian alone,Arizona,College degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,1979,0,15009,7650,30,1,72355,0,0,2976,100000,0
Asian alone,Arizona,High school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,1979,0,3239,995,330,2,71565,0,0,1292,79400,0
Asian alone,Arizona,High school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1516.166667,0,-4695.833333,970.3333333,3719.666667,2.166666667,11353.5,0,0,-13.5,12850,0
Asian alone,Arizona,College degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,457,0,-4263,275.5,120,1.5,7286,237.5,0,-37.5,3600,0
Asian alone,Arizona,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1497,0,-6037.666667,2119.5,30169.5,3.333333333,1325.833333,237.6666667,0,224.8333333,28483.33333,0
Asian alone,Arizona,College degree,Not Hispanic,Married,In poverty,Renter,0,789.75,0,-3048.75,879.875,16347.125,2,3956,0,1050,138.625,18012.5,0
Asian alone,Arizona,High school degree,Not Hispanic,Married,In poverty,Renter,0,317.3333333,0,-6039.333333,153,3105,2.666666667,9614.333333,317,0,-66.66666667,6766.666667,0
Asian alone,Arizona,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,0,1979,0,-1810,2678,1377,2,30519,0,0,256,35000,0
Asian alone,Arizona,College degree,Not Hispanic,Separated,Not in poverty,Renter,0,1941,0,3824.5,6655.5,3612.5,3.5,80034.5,713,0,2144,97500,0
Asian alone,Arizona,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,2068,0,20624.33333,10492,4338.333333,3,113421,158.3333333,0,4815,155600,0
Asian alone,Arizona,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,2741,0,-2803,3596,486,3,42439,0,0,542,47000,0
Asian alone,Arizona,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,0,0,300,-10200,0,50,3,27925,0,6400,-75,11000,0
Asian alone,Arizona,High school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1347.2,29.4,-7264.2,1653.2,3521.4,3,44578.4,395.2,554.4,187,44164,0
Asian alone,Arizona,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,1791.820513,0,2051.179487,3844.846154,6624.128205,2.384615385,62066.20513,78.38461538,184.6153846,1107.153846,77243.07692,8.794871795
Asian alone,Arizona,High school degree,Not Hispanic,Never married,Not in poverty,Renter,0,3920.333333,0,-377,4789.666667,4001.333333,3.666666667,75964.83333,12.5,0,1233.666667,90453.33333,0
Asian alone,Arizona,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,2188.5,0,33038.75,8841,4785.5,3.25,126751.5,407.75,0,5702.5,181250,0
Asian alone,Arizona,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,6070,0,5511.166667,11208.33333,5779.833333,4,95103.5,271.8333333,0,2806.333333,126400,0
Asian alone,Arizona,High school degree,Not Hispanic,Separated,Not in poverty,Renter,0,0,0,-1400,0,400,1,16965,0,5040,-25,10900,0
Asian alone,Arizona,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1685.764706,0,14288.17647,5525.470588,6776.117647,1.764705882,76292.76471,383.7058824,0,2952.764706,107137.6471,0
Asian alone,Arizona,Less than a high school degree,Hispanic,Widowed,Not in poverty,Renter,0,1979,0,495,2295,300,1,24479,0,0,452,30000,0
Asian alone,Arizona,Some college education,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,1979,0,-6740,3825,9360,3,41444,475,0,607,50000,0
Asian alone,Arizona,College degree,Not Hispanic,Married,Not in poverty,Renter,0,3351.515,0,25016.02,9209.535,6450.015,2.875,127584.755,309.35,0,4946.995,176284.05,0
Asian alone,Arizona,Some college education,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3518.99115,3.539823009,10449.64602,8545.097345,7200.477876,3.371681416,102660.4071,354.1681416,106.7256637,3093.60177,135032.4779,6.07079646
Asian alone,Arizona,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,3121.166667,75,1726.916667,5290.916667,5833.416667,2.75,62958.33333,0,231,1357.75,79925,57.16666667
Asian alone,Arizona,High school degree,Not Hispanic,Never married,In poverty,Renter,0,1979,0,-2761,2754,57999.5,3,-11901,0,0,679.5,48750,0
Asian alone,Arizona,Some college education,Not Hispanic,Married,Not in poverty,Owner with mortgage,0,3188.516129,51.61290323,260.2258065,6009.290323,5352.16129,2.967741935,68219.70968,81.51612903,208.2580645,1418.032258,84106.45161,0
Asian alone,Arizona,Some college education,Not Hispanic,Widowed,Not in poverty,Renter,0,1859.25,0,-741.25,1815.5,1165.5,1.5,35686.25,0,0,437.25,40222.5,0
Asian alone,Arizona,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,0,2741,0,-2803,3596,486,3,42439,0,0,542,47000,0
Asian alone,Arizona,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,366.1818182,1968.727273,0,3722.727273,4339.909091,3264.363636,1.636363636,48160.45455,148.2727273,301.0909091,1318.090909,61959.09091,0
Asian alone,Arizona,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,361.5,0,-6287.5,577,6126.5,3,12098,0,0,-75,12800,0
Asian alone,Arizona,High school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2445.75,0,57504.25,13991.75,4343.5,4.75,206932.75,356.5,918,10269.5,294212.5,0
