Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,0,0,-2333.333333,0,3964.333333,1.666666667,9436,0,0,0,11066.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,697.6666667,0,-2262,198,556.6666667,1.333333333,7775,0,644,45,6366.666667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Married,In poverty,Renter,0,0,0,-2800,0,3847.5,2,11475.83333,0,0,6.666666667,12530,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,10,1,7390,0,0,0,6000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Widowed,In poverty,Renter,0,247.5,0,-2348.75,229.5,5543.25,1.5,9944.25,0,288,22.5,13350,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Divorced,In poverty,Renter,0,1040.333333,366.6666667,-1708,801.6666667,3099.333333,1.333333333,10210.66667,0,836,358.3333333,12600,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,1148.428571,1495.380952,21.42857143,-2594.380952,2564.714286,3730.047619,2.666666667,42813,291.9047619,1294.47619,1333.142857,46585.71429,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,801.2631579,0,-2402.315789,1346.315789,2986.736842,1.947368421,31993.05263,101.8421053,305.0526316,678.6315789,34973.68421,23.10526316
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,202.9166667,1719.083333,0,-5520.083333,2106.5,4267.916667,3.083333333,39725.5,459.75,1420,779.4166667,40764.16667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Never married,In poverty,Renter,0,1618.75,0,-5387.5,1207,6786.25,3,14354,0,1800,441.5,17220,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,680.3076923,1712.769231,0,-9275.076923,1786.923077,4313.923077,3.769230769,40370.15385,526.1538462,1431.692308,650.7692308,36867.69231,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,2784,0,0,-1351.75,0,706.25,2,39150.75,306.5,3636,1169,33997.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,173.8,791.8,0,-600.8,1570.2,2326.8,1.2,24392.4,0,1159.2,534.8,27962,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1735.8,0,-6417.2,420.6,1475,2.8,11004.2,490.6,0,0,7728,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,0,0,-5800,0,50,2,8459,613,96,0,2000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,0,2261.857143,0,4904.714286,4502.714286,939.4285714,1.142857143,44069.28571,0,0,2179.285714,58857.14286,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,765.2,2947.68,52,-12042.64,3124.04,6393.52,4.56,57895,846.8,1916.4,1274.44,55777.6,122.92
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Never married,In poverty,Renter,0,1741.25,0,-4847,936,2499,2.5,11139.25,0,0,76.5,11545,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,0,989.5,0,-1253.75,937.25,6262.75,1.5,26614.75,0,0,749.25,34300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,2847,0,1181.8,6754.666667,3217.533333,3.066666667,72949.86667,257.0666667,0,3213.2,89907.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,0,3387.6,0,-623.8,5438,9817.2,4,81117.2,1046.2,674.4,2524.2,99940,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,2639,0,-2248.333333,4513.666667,6746,2.666666667,49663.33333,204.3333333,0,1890.333333,63000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Never married,In poverty,Renter,0,989.75,0,-5135.5,459,7385,2.25,6950.25,153.25,1365,90,9220,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3740.707317,0,-1289.414634,5916.170732,4027.04878,3.414634146,70447.36585,469.5853659,0,3021.292683,85348.78049,10.70731707
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,110.4,1895.466667,0,-2570.133333,2154.933333,2219.666667,2.133333333,36945,337.8,1120,1216.6,40293.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Married,Not in poverty,Renter,0,3088.866667,0,19141.06667,9116.9,5449.266667,3.2,128345.5667,145.1666667,100,5913.966667,170810.3333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Never married,Not in poverty,Renter,0,3958.75,0,-1689.75,6350.5,7172.75,3.5,76210.25,0,0,2673,94675,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Separated,In poverty,Owner with mortgage,0,0,0,-1400,0,160,1,11628,0,888,0,9500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Separated,Not in poverty,Renter,0,5100,0,20383,14000,20924,10,220845,3163,0,9223,290090,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,989.5,0,1148.5,1147.5,5057,1,30153.5,0,0,1154,39650,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,0,0,60823,0,2040,1,194406,0,0,8631,265900,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Separated,Not in poverty,Renter,0,1979,0,6404,6197,2000,2,79989,96,0,3727,100200,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2550.142857,0,-7004.142857,2998.285714,3350,2.857142857,42934.71429,461.1428571,1242.857143,1360.857143,44485.71429,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2030,0,1032.666667,1678.666667,3321,2,56677.66667,0,0,1060.333333,65800,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,4529.5,0,2770.5,8419,6001,4,113878,960.5,0,4559.5,138850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,1069.8,1887.8,0,-1572,5104.6,1137.2,2.2,49639.2,490.4,2875.2,1958.4,53720,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,170.3793103,3047.689655,0,-2198.37931,5548.931034,3281.310345,3.482758621,69673.24138,262.137931,580.9655172,2979,81255.17241,15.13793103
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1946.846154,34.61538462,2050.076923,3898.615385,6334.461538,1.923076923,53983.53846,147.7692308,122.3076923,1991.615385,69900.76923,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Widowed,Not in poverty,Renter,0,1979.333333,0,31151.66667,7328.333333,5268.333333,2.333333333,140309.3333,0,0,6296.666667,192333.3333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Never married,Not in poverty,Renter,0,3280.95,0,-7530.75,4020.1,1561,3.7,53898.6,637.2,1131.2,1788,55218.5,65.85
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Married,In poverty,Owner with mortgage,1152,1167.333333,0,-3300.666667,258,7340.666667,2,10184.33333,0,1151.333333,0,13200,146.3333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Divorced,Not in poverty,Renter,0,2664.428571,0,2761,5835.571429,6116.142857,3.142857143,77655.71429,55,0,3062.142857,97914.28571,125.4285714
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Married,Not in poverty,Renter,0,3530,0,13024.78125,7743.78125,5841.84375,3.34375,111064.625,170.375,0,4702.625,145715.3125,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Never married,Not in poverty,Renter,0,2978.25,0,787,6077.5,6325.875,3.125,74221.5,393.375,927,2993.5,92850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Separated,Not in poverty,Renter,0,1319.333333,0,-7436.666667,2911.333333,1336.333333,3,43684.33333,0,0,1218.333333,43033.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Widowed,Not in poverty,Renter,0,0,0,-1400,0,1857,1,16243,0,0,0,16700,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Divorced,Not in poverty,Renter,0,2778.833333,0,35445,7894.166667,5414.166667,2.166666667,126755,102.1666667,2050,6198.666667,182333.3333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Married,Not in poverty,Renter,0,3358.464789,0,-7141.211268,5245.591549,3215.549296,4.295774648,64795.97183,973.2112676,1160.56338,2345.366197,69692.95775,12.36619718
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Widowed,Not in poverty,Renter,0,1979,0,-670,2142,5300,2,45494,0,0,1755,56000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Separated,Not in poverty,Renter,0,3502,0,-11919.5,5212,1705,4.5,57669.5,919.5,3708,1758.5,53300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Widowed,Not in poverty,Renter,0,1979.333333,0,20579,6315.666667,6758,2,108925.3333,204.3333333,1200,5014.333333,148166.6667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Divorced,Not in poverty,Renter,0,2832.2,0,-10218,3457.6,7576.6,3.2,39817.6,752,2460,692.8,40632,175.6
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Never married,Not in poverty,Renter,0,3588.066667,0,3307.933333,6153.133333,5406.2,2.933333333,76006.13333,122.6,367.2,3351.466667,97218,58.53333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Separated,In poverty,Renter,0,0,0,-5800,0,0,2,15140,0,2040,0,7300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,0,0,0,-1134.333333,0,4355,1,5317.333333,0,80,248.6666667,8706.666667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Divorced,Not in poverty,Renter,0,2748.1,0,-2159.6,3896.3,2730.9,2.2,42112.1,314.7,816,1572.4,49700,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,761.2,0,-3933.8,642.8,1082,2.6,30686.4,0,355.2,356.8,29240,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Never married,In poverty,Renter,0,228,0,-2938,69,900,2,14100,0,5800,40,6600,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4063.759259,0,17621.55556,9809.203704,5205.481481,3.37037037,121340.537,222.5555556,408.8888889,5758.537037,163172.037,8.12962963
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Married,Not in poverty,Renter,0,2108.237113,10.82474227,2891.206186,4252.907216,6372.979381,2.567010309,68078.64948,158.0103093,137.3195876,2519.391753,85898.35052,4.525773196
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,1357.583333,0,-1913.166667,2528.416667,5954.583333,2.583333333,40366,204.3333333,358.3333333,1305.166667,49035.83333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Not Hispanic,Widowed,Not in poverty,Renter,0,904.5294118,235.2941176,-722.8235294,2108.294118,6175.588235,1.941176471,39872.58824,191.6470588,256,1280.705882,48935.88235,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Some college education,Hispanic,Never married,Not in poverty,Owner with mortgage,843.0666667,2114.666667,0,-5129,3139.2,1494.6,2.933333333,41009.6,367.8666667,1826.4,1467.666667,41059.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1481.681818,209.0909091,-4463.636364,2348.454545,5852.136364,2.954545455,45630.40909,222.9090909,538.9090909,1161.681818,51341.81818,79.81818182
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,0,2292.538462,0,-305.7692308,3078.923077,2200.076923,1.769230769,38973.76923,47.15384615,0,1730.923077,47923.07692,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,2394.363636,60.60606061,1963.106061,3751.939394,5847.318182,2.545454545,64495.07576,100.969697,236.3636364,2260.439394,80307.72727,6.651515152
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2954.75,0,-2574.625,5104.625,6158.5,3.5,68002,796.875,1987.5,2531.875,79337.5,54.875
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Never married,Not in poverty,Renter,0,1396.25,0,-3091.6875,2282.4375,1949.3125,2.375,35827.875,268.1875,1075,990.125,38306.25,54.875
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,High school degree,Not Hispanic,Separated,Not in poverty,Renter,0,1979,0,-2895,2410,1080,2,31398.5,0,1008,1035.5,34000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,2017,0,-7613.5,1381,2450,4.5,25674.5,613,502.5,606.5,23400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2233,0,-10225.66667,4524.333333,3517.333333,4.666666667,54434.33333,2561.333333,2900,1910.333333,50786.66667,146.3333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Alabama,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1336.333333,0,-1897.888889,2376.777778,3228,2.333333333,36278.11111,225.7777778,1644,1136.777778,40511.11111,0
