Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
Black alone,Alabama,Some college education,Not Hispanic,Divorced,Not in poverty,Renter,0,1720.990909,7.272727273,480.1636364,2630.318182,3524.654545,2.1,47304.82727,160.0363636,518.4363636,1633.045455,56608.90909,11.97272727
Black alone,Alabama,Some college education,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2982.950954,18.25613079,1936.019074,5112.073569,5570.332425,3.054495913,75477.31063,289.0163488,143.5885559,2967.880109,93616.34877,0
Black alone,Alabama,High school degree,Not Hispanic,Married,In poverty,Renter,0,285.4482759,0,-4144.275862,46.48275862,1860.103448,2.482758621,9861.344828,225.4482759,179.4827586,10.27586207,7634.137931,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,329.8333333,0,-4762.166667,255,2305.5,2.5,15633.16667,204.3333333,2022,126.8333333,11661.66667,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,337.9,0,-4031.4,71.9,3420,2.5,17913.9,61.3,966,0,16641,43.9
Black alone,Alabama,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,513.75,0,-1924.25,535.5,4366.25,1.25,6999.5,0,531,190.25,10150,0
Black alone,Alabama,Some college education,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,654.6,0,-1425.8,359.8,11835.4,1.6,8272.2,0,240,429.6,19886,0
Black alone,Alabama,Some college education,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,1050.4,0,-5040.6,751.6,4894,1.8,11250.6,0,1800,329.4,11260,175.6
Black alone,Alabama,Some college education,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,563.9090909,0,-6258.363636,626.6363636,2620.909091,2.636363636,15385,390.0909091,2040,280.1818182,10788.18182,0
Black alone,Alabama,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,814.4545455,0,-5127.045455,416.5,4003.409091,2.545454545,13115.59091,36.59090909,349.0909091,141.4090909,12867.27273,79.81818182
Black alone,Alabama,Some college education,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,588.4615385,0,-2424.230769,827.5384615,7750.307692,1.538461538,8735.384615,94.30769231,1188,371.6923077,14566.92308,0
Black alone,Alabama,College degree,Not Hispanic,Widowed,In poverty,Renter,0,240,0,-1436.666667,31.33333333,4288.333333,1,2338.333333,0,88,0,5373.333333,0
Black alone,Alabama,College degree,Not Hispanic,Separated,In poverty,Renter,0,1027.75,0,-5734.5,1130.25,9182,2.5,11228.5,306.5,2070,467.25,14925,0
Black alone,Alabama,College degree,Not Hispanic,Never married,In poverty,Renter,0,804,0,-5284.625,404.375,2588.875,2.125,11281.625,383.125,1152,101,8360,0
Black alone,Alabama,High school degree,Not Hispanic,Widowed,In poverty,Renter,0,88.77777778,0,-1808.962963,23.03703704,3733.296296,1.444444444,7220.481481,0,216.1481481,28.03703704,9068.518519,0
Black alone,Alabama,Some college education,Not Hispanic,Never married,Not in poverty,Owner with mortgage,875.2255319,2141.855319,80.6212766,-5014.817021,2507.361702,2490.468085,2.421276596,37327.4383,337.2382979,1497.697467,1131.655319,37829.02128,50.43829787
Black alone,Alabama,High school degree,Not Hispanic,Never married,In poverty,Renter,0,344.7307692,0,-3482.230769,117.6538462,3812.576923,2.211538462,9985.211538,74.42307692,933.6153846,38.71153846,9783.269231,25.32692308
Black alone,Alabama,College degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,1309.75,0,0,-1400,0,11971.5,1,-2474.25,0,0,0,6787.5,0
Black alone,Alabama,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,236.52,0,-2011.6,130.96,2554.24,1.32,7321.08,0,369.52,41.16,7902.8,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,284.2,0,-2266.6,133.6666667,3186.266667,1.533333333,7857.933333,0,1141.333333,39.26666667,8186.666667,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Separated,In poverty,Renter,0,0,0,-2100,0,3347.5,1.75,4900,0,85,0,6062.5,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Married,In poverty,Renter,0,352.1764706,52.94117647,-3451.411765,208.8823529,3320.588235,2.352941176,10220.94118,0,405,42.05882353,10235.29412,0
Black alone,Alabama,Some college education,Not Hispanic,Widowed,In poverty,Renter,0,186.1111111,31.11111111,-922.7777778,785,7374.555556,1,5317.333333,0,607.5555556,276.3333333,12377.77778,0
Black alone,Alabama,Some college education,Not Hispanic,Married,In poverty,Renter,0,482.3529412,0,-4256.117647,87.41176471,2558.117647,2.235294118,8469.117647,225.9411765,187.0588235,11.17647059,7020.588235,0
Black alone,Alabama,College degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,1818.444444,0,1973.111111,3281.111111,5014.333333,1.555555556,43178.44444,0,654.6666667,1772.555556,56383.33333,0
Black alone,Alabama,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,527.7241379,2047.390805,62.06896552,-664.6551724,3453.505747,2680.08046,1.896551724,40842.4023,232.3678161,700.2068966,1640.574713,48441.6092,35.32183908
Black alone,Alabama,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,65.89473684,1725.710526,4.210526316,4547.710526,3799.342105,3717.368421,2.026315789,58400.89474,307.3684211,720.7894737,2416.552632,73509.47368,0
Black alone,Alabama,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,542.0892857,958.3214286,72.89285714,-1672.107143,1158.625,2522.25,1.803571429,34633.75,153.2678571,1106.589286,759.4464286,36473.03571,0
Black alone,Alabama,High school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,354.6756757,1801.27027,77.94594595,-5176.378378,1872.27027,3156.486486,2.324324324,34914.2973,281.6486486,2481.189189,954,34290.81081,35.59459459
Black alone,Alabama,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,145.8025478,2478.738854,97.4522293,-3448.598726,3340.726115,3215.401274,3.057324841,51616.92994,236.3503185,1150.726115,1636.363057,57175.6051,33.55414013
Black alone,Alabama,High school degree,Not Hispanic,Separated,In poverty,Renter,0,457,0,-5474,275.5,172.5,2.5,9495,306.5,800,0,3600,219.5
Black alone,Alabama,College degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,3435.5,0,1337.5,5364.75,5058.75,2.5,64340,0,1800,2999,80625,109.75
Black alone,Alabama,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,690.5294118,1009.764706,0,-5704.117647,568.7647059,2547.294118,2.176470588,12977.94118,257.2352941,1097.117647,163.3529412,9518.235294,0
Black alone,Alabama,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,0,1979,0,-3020,1958,470,2,23502,0,0,711,25600,0
Black alone,Alabama,Less than a high school degree,Hispanic,Married,Not in poverty,Owner with mortgage,10309,0,0,-18800,0,3753,7,42056,0,7200,0,9500,0
Black alone,Alabama,High school degree,Hispanic,Never married,Not in poverty,Renter,0,1979,0,735,2448,1530,1,24060,0,0,1248,32000,0
Black alone,Alabama,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,108,1,6378,0,0,14,5100,0
Black alone,Alabama,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,5443,0,-3773,6124,8460.5,3.5,68817.5,306.5,3900,2184,83050,0
Black alone,Alabama,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,1979,0,-7865,2448,6272,5,71679,0,8700,1187,67000,0
Black alone,Alabama,College degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,1751,0,-5442.5,2784.5,1659.5,2.5,51245,919.5,0,1522.5,52600,0
Black alone,Alabama,High school degree,Hispanic,Divorced,In poverty,Renter,0,190,0,-3305,253,1620,2,6930,0,2388,0,3300,0
Black alone,Alabama,High school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,0,0,-2800,0,7100,2,24423,0,5823,0,22900,0
Black alone,Alabama,High school degree,Hispanic,Widowed,In poverty,Owner with mortgage,2503,0,0,-2100,0,1380,1.5,11593,0,1020,0,7350,0
Black alone,Alabama,College degree,Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-1987,1193,5100,1,8789,0,0,526,15600,0
Black alone,Alabama,College degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1355.758621,0,4034.034483,2827.137931,4498.482759,1.827586207,59713.68966,27.79310345,108,2114.655172,74407.93103,0
Black alone,Alabama,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,301,1979,0,-2779,1377,510,2,21605,0,0,609,23000,0
